Date,Price,Open,High,Low,
12/27/2019,2438.98,2446.52,2454.5,2418.06,
12/26/2019,2435.18,2429.19,2451.46,2421.6,
12/24/2019,2429.19,2416.51,2445.07,2415.61,
12/23/2019,2416.66,2396.59,2431.89,2378.01,
12/20/2019,2389.8,2365.63,2421.55,2361.64,
12/19/2019,2360.34,2307.81,2373.22,2292.49,
12/18/2019,2308.66,2311.66,2316.7,2286.79,
12/17/2019,2301.67,2314.7,2324.94,2293.73,
12/16/2019,2305.17,2336.92,2344.61,2300.87,
12/13/2019,2334.83,2344.66,2355.65,2316.9,
12/12/19,2330.73,2308.71,2341.07,2304.07,
12/11/19,2293.03,2333.68,2340.62,2259.78,
12/10/19,2326.69,2396.59,2402.68,2318.7,
12/09/19,2378.36,2373.32,2391.59,2356.24,
12/06/19,2358.84,2407.57,2413.16,2347.66,
12/05/19,2393.19,2441.52,2471.48,2387.6,
12/04/19,2435.53,2416.56,2455.25,2408.57,
12/03/19,2418.96,2398.58,2431.44,2396.59,
12/02/19,2403.53,2427.54,2443.52,2396.59,
11/29/2019,2430.09,2473.23,2480.22,2420.55,
11/28/2019,2462.79,2513.42,2516.42,2456.5,
11/27/2019,2519.66,2492.35,2530.4,2488.01,
11/26/2019,2491.05,2485.46,2511.17,2467.99,
11/25/2019,2475.47,2454.5,2495.45,2424.25,
11/22/2019,2438.13,2446.47,2454.9,2422.55,
11/21/2019,2439.98,2473.48,2496.35,2433.09,
11/20/2019,2466.99,2474.48,2481.47,2432.84,
11/19/2019,2465.44,2516.42,2516.42,2459.6,
11/18/2019,2499.34,2542.38,2548.87,2493.2,
11/15/2019,2539.58,2596.3,2611.23,2526.65,
11/14/2019,2587.96,2591.31,2604.44,2573.34,
11/13/2019,2585.42,2581.32,2623.96,2571.74,
11/11/19,2590.31,2631.25,2653.17,2581.97,
11/08/19,2643.19,2657.02,2688.17,2636.89,
11/07/19,2657.07,2666.2,2669.7,2639.24,
11/06/19,2674.54,2656.22,2693.07,2637.24,
11/05/19,2661.21,2655.22,2675.19,2634.3,
